Item,Skill_req,Level,Slot,Craft_loot,Quality,Item_type,Attribute,Boost,Type_boost,Skill_boost,Note
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Chest Finding,9,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Perfect,Pickaxe,Find Gems,16,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Work Efficiency,11,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Double Action,3,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Double Rewards,5,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Fine Material Finding,17,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Chest Finding,10,Percentage,Mining,While doing  Mining
Copper Pickaxe,Mining,1,Tool,Craft,Eternal,Pickaxe,Find Gems,17,Percentage,Mining,While doing  Mining
Copper Sickle,Foraging,1,Tool,Craft,Normal,"Sickle, Foraging Tool",Work Efficiency,3,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Work Efficiency,4,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Double Rewards,1,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Fine Material Finding,16,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Good,"Sickle, Foraging Tool",Chest Finding,5,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Work Efficiency,5,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Double Rewards,2,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Fine Material Finding,26,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Great,"Sickle, Foraging Tool",Chest Finding,8,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Work Efficiency,7,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Double Rewards,3,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Fine Material Finding,30,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Excellent,"Sickle, Foraging Tool",Chest Finding,9,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Work Efficiency,9,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Action,1,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Double Rewards,4,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Fine Material Finding,32,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Perfect,"Sickle, Foraging Tool",Chest Finding,9,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Work Efficiency,11,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Double Action,3,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Double Rewards,5,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Fine Material Finding,34,Percentage,Foraging,While doing  Foraging
Copper Sickle,Foraging,1,Tool,Craft,Eternal,"Sickle, Foraging Tool",Chest Finding,10,Percentage,Foraging,While doing  Foraging
Wooden Fishing Pole,Fishing,1,Tool,Craft,Normal,"Fishing Rod, Fishing",Work Efficiency,4,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Normal,"Fishing Rod, Fishing",Bonus Experience,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Good,"Fishing Rod, Fishing",Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Good,"Fishing Rod, Fishing",Chest Finding,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Good,"Fishing Rod, Fishing",Bonus Experience,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Great,"Fishing Rod, Fishing",Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Great,"Fishing Rod, Fishing",Fine Material Finding,10,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Great,"Fishing Rod, Fishing",Chest Finding,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Great,"Fishing Rod, Fishing",Bonus Experience,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Excellent,"Fishing Rod, Fishing",Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Rewards,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Excellent,"Fishing Rod, Fishing",Fine Material Finding,10,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Excellent,"Fishing Rod, Fishing",Chest Finding,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Excellent,"Fishing Rod, Fishing",Bonus Experience,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Work Efficiency,7,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Action,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Rewards,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Fine Material Finding,10,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Chest Finding,3,Percentage,Fishing,While doing  Fishing
Wooden Fishing Pole,Fishing,1,Tool,Craft,Perfect,"Fishing Rod, Fishing",Bonus Experience,3,Percentage,Fishing,While doing  Fishing
Bronze Hatchet,Woodcutting,10,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,6,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Normal,Woodcutting Hatchet,Double Rewards,1,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Normal,Woodcutting Hatchet,Fine Material Finding,10,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Normal,Woodcutting Hatchet,Chest Finding,8,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Normal,Woodcutting Hatchet,Find Bird Nests,10,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,8,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,2,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,16,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,13,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,16,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,10,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,3,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,18,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,15,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,18,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,12,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Double Action,2,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,4,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,19,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,15,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,19,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,15,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,6,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,5,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,20,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,16,Percentage,Woodcutting,While doing  Woodcutting
Bronze Hatchet,Woodcutting,10,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,20,Percentage,Woodcutting,While doing  Woodcutting
Bronze Pickaxe,Mining,10,Tool,Craft,Normal,Pickaxe,Work Efficiency,6,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Normal,Pickaxe,Double Rewards,1,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Normal,Pickaxe,Fine Material Finding,10,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Normal,Pickaxe,Chest Finding,8,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Normal,Pickaxe,Find Gems,10,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Good,Pickaxe,Work Efficiency,8,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Good,Pickaxe,Double Rewards,2,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Good,Pickaxe,Fine Material Finding,16,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Good,Pickaxe,Chest Finding,13,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Good,Pickaxe,Find Gems,16,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Work Efficiency,10,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Double Rewards,3,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Fine Material Finding,18,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Chest Finding,15,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Great,Pickaxe,Find Gems,18,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Work Efficiency,12,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Double Action,2,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Double Rewards,4,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,19,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Chest Finding,16,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Excellent,Pickaxe,Find Gems,19,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Work Efficiency,15,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Double Action,6,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Double Rewards,5,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Fine Material Finding,20,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Chest Finding,17,Percentage,Mining,While doing  Mining
Bronze Pickaxe,Mining,10,Tool,Craft,Perfect,Pickaxe,Find Gems,20,Percentage,Mining,While doing  Mining
Pine Fishing Rod,Fishing,10,Tool,Craft,Normal,"Fishing Rod, Fishing",Work Efficiency,6,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Normal,"Fishing Rod, Fishing",Double Rewards,1,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Normal,"Fishing Rod, Fishing",Fine Material Finding,20,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Normal,"Fishing Rod, Fishing",Chest Finding,8,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Good,"Fishing Rod, Fishing",Work Efficiency,8,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Good,"Fishing Rod, Fishing",Double Rewards,2,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Good,"Fishing Rod, Fishing",Fine Material Finding,32,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Good,"Fishing Rod, Fishing",Chest Finding,13,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Great,"Fishing Rod, Fishing",Work Efficiency,10,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Great,"Fishing Rod, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Great,"Fishing Rod, Fishing",Double Rewards,3,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Great,"Fishing Rod, Fishing",Fine Material Finding,36,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Great,"Fishing Rod, Fishing",Chest Finding,15,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Excellent,"Fishing Rod, Fishing",Work Efficiency,12,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Action,2,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Excellent,"Fishing Rod, Fishing",Double Rewards,4,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Excellent,"Fishing Rod, Fishing",Fine Material Finding,38,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Excellent,"Fishing Rod, Fishing",Chest Finding,16,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Perfect,"Fishing Rod, Fishing",Work Efficiency,15,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Action,6,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Perfect,"Fishing Rod, Fishing",Double Rewards,5,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Perfect,"Fishing Rod, Fishing",Fine Material Finding,40,Percentage,Fishing,While doing  Fishing
Pine Fishing Rod,Fishing,10,Tool,Craft,Perfect,"Fishing Rod, Fishing",Chest Finding,17,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Normal,"Fishing Net, Fishing",Work Efficiency,8,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Normal,"Fishing Net, Fishing",Double Rewards,2,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Normal,"Fishing Net, Fishing",Fine Material Finding,26,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Normal,"Fishing Net, Fishing",Chest Finding,10,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Good,"Fishing Net, Fishing",Work Efficiency,10,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Good,"Fishing Net, Fishing",Double Rewards,4,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Good,"Fishing Net, Fishing",Fine Material Finding,42,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Good,"Fishing Net, Fishing",Chest Finding,16,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Great,"Fishing Net, Fishing",Work Efficiency,13,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Great,"Fishing Net, Fishing",Fine Material Finding,48,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Great,"Fishing Net, Fishing",Chest Finding,18,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Great,"Fishing Net, Fishing",Double Rewards,6,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Great,"Fishing Net, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Excellent,"Fishing Net, Fishing",Work Efficiency,13,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Excellent,"Fishing Net, Fishing",Double Action,1,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Excellent,"Fishing Net, Fishing",Double Rewards,6,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Excellent,"Fishing Net, Fishing",Fine Material Finding,48,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Excellent,"Fishing Net, Fishing",Chest Finding,18,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Perfect,"Fishing Net, Fishing",Work Efficiency,20,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Perfect,"Fishing Net, Fishing",Double Action,8,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Perfect,"Fishing Net, Fishing",Double Rewards,10,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Perfect,"Fishing Net, Fishing",Fine Material Finding,52,Percentage,Fishing,While doing  Fishing
Large Fishing Net,Fishing,15,Tool,Craft,Perfect,"Fishing Net, Fishing",Chest Finding,20,Percentage,Fishing,While doing  Fishing
Iron Hatchet,Woodcutting,20,Tool,Craft,Normal,Woodcutting Hatchet,Work Efficiency,7,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Good,Woodcutting Hatchet,Work Efficiency,8,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Good,Woodcutting Hatchet,Double Rewards,2,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Good,Woodcutting Hatchet,Fine Material Finding,13,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Good,Woodcutting Hatchet,Chest Finding,10,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Good,Woodcutting Hatchet,Find Bird Nests,13,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Great,Woodcutting Hatchet,Work Efficiency,10,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Great,Woodcutting Hatchet,Double Rewards,4,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Great,Woodcutting Hatchet,Fine Material Finding,21,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Great,Woodcutting Hatchet,Chest Finding,16,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Great,Woodcutting Hatchet,Find Bird Nests,21,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Work Efficiency,13,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Double Action,1,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Double Rewards,6,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Fine Material Finding,24,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Chest Finding,18,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Excellent,Woodcutting Hatchet,Find Bird Nests,24,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Work Efficiency,16,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Double Action,3,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Double Rewards,8,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Fine Material Finding,25,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Chest Finding,19,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Perfect,Woodcutting Hatchet,Find Bird Nests,25,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Work Efficiency,20,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Double Action,8,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Double Rewards,10,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Fine Material Finding,26,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Chest Finding,20,Percentage,Woodcutting,While doing  Woodcutting
Iron Hatchet,Woodcutting,20,Tool,Craft,Eternal,Woodcutting Hatchet,Find Bird Nests,26,Percentage,Woodcutting,While doing  Woodcutting
Iron Pickaxe,Mining,20,Tool,Craft,Normal,Pickaxe,Work Efficiency,7,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Good,Pickaxe,Work Efficiency,8,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Good,Pickaxe,Double Rewards,2,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Good,Pickaxe,Fine Material Finding,13,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Good,Pickaxe,Chest Finding,10,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Good,Pickaxe,Find Gems,13,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Great,Pickaxe,Work Efficiency,10,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Great,Pickaxe,Double Rewards,4,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Great,Pickaxe,Fine Material Finding,21,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Great,Pickaxe,Chest Finding,16,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Great,Pickaxe,Find Gems,21,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Work Efficiency,13,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Double Action,1,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Double Rewards,6,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Fine Material Finding,24,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Chest Finding,18,Percentage,Mining,While doing  Mining
Iron Pickaxe,Mining,20,Tool,Craft,Excellent,Pickaxe,Find Gems,24,Percentage,Mining,While doing  Mining
